sample_index,time_s,raw_adc,voltage_V
3838,1.535200000000e-04,304,1.855525376141e-01
3839,1.535600000000e-04,6,3.662221137120e-03
3840,1.536000000000e-04,-292,-1.782280953398e-01
3841,1.536400000000e-04,-292,-1.782280953398e-01
3842,1.536800000000e-04,-292,-1.782280953398e-01
3843,1.537200000000e-04,-292,-1.782280953398e-01
3844,1.537600000000e-04,-292,-1.782280953398e-01
3845,1.538000000000e-04,-590,-3.601184118168e-01
3846,1.538400000000e-04,-590,-3.601184118168e-01
3847,1.538800000000e-04,-887,-5.413983581042e-01
3848,1.539200000000e-04,-887,-5.413983581042e-01
3849,1.539600000000e-04,-887,-5.413983581042e-01
3850,1.540000000000e-04,-887,-5.413983581042e-01
3851,1.540400000000e-04,-887,-5.413983581042e-01
3852,1.540800000000e-04,-887,-5.413983581042e-01
3853,1.541200000000e-04,-887,-5.413983581042e-01
3854,1.541600000000e-04,-1185,-7.232886745811e-01
3855,1.542000000000e-04,-1185,-7.232886745811e-01
3856,1.542400000000e-04,-887,-5.413983581042e-01
3857,1.542800000000e-04,-1185,-7.232886745811e-01
3858,1.543200000000e-04,-1185,-7.232886745811e-01
3859,1.543600000000e-04,-887,-5.413983581042e-01
3860,1.544000000000e-04,-887,-5.413983581042e-01
3861,1.544400000000e-04,-887,-5.413983581042e-01
3862,1.544800000000e-04,-887,-5.413983581042e-01
3863,1.545200000000e-04,-887,-5.413983581042e-01
3864,1.545600000000e-04,-590,-3.601184118168e-01
3865,1.546000000000e-04,-590,-3.601184118168e-01
3866,1.546400000000e-04,-590,-3.601184118168e-01
3867,1.546800000000e-04,-590,-3.601184118168e-01
3868,1.547200000000e-04,-292,-1.782280953398e-01
3869,1.547600000000e-04,-292,-1.782280953398e-01
3870,1.548000000000e-04,-292,-1.782280953398e-01
3871,1.548400000000e-04,-292,-1.782280953398e-01
3872,1.548800000000e-04,6,3.662221137120e-03
3873,1.549200000000e-04,304,1.855525376141e-01
3874,1.549600000000e-04,304,1.855525376141e-01
3875,1.550000000000e-04,304,1.855525376141e-01
3876,1.550400000000e-04,304,1.855525376141e-01
3877,1.550800000000e-04,304,1.855525376141e-01
3878,1.551200000000e-04,602,3.674428540910e-01
3879,1.551600000000e-04,602,3.674428540910e-01
3880,1.552000000000e-04,900,5.493331705679e-01
3881,1.552400000000e-04,900,5.493331705679e-01
3882,1.552800000000e-04,900,5.493331705679e-01
3883,1.553200000000e-04,900,5.493331705679e-01
3884,1.553600000000e-04,900,5.493331705679e-01
3885,1.554000000000e-04,900,5.493331705679e-01
3886,1.554400000000e-04,1198,7.312234870449e-01
3887,1.554800000000e-04,900,5.493331705679e-01
3888,1.555200000000e-04,900,5.493331705679e-01
3889,1.555600000000e-04,1198,7.312234870449e-01
3890,1.556000000000e-04,1198,7.312234870449e-01
3891,1.556400000000e-04,900,5.493331705679e-01
3892,1.556800000000e-04,900,5.493331705679e-01
3893,1.557200000000e-04,900,5.493331705679e-01
3894,1.557600000000e-04,900,5.493331705679e-01
3895,1.558000000000e-04,900,5.493331705679e-01
3896,1.558400000000e-04,900,5.493331705679e-01
3897,1.558800000000e-04,900,5.493331705679e-01
3898,1.559200000000e-04,900,5.493331705679e-01
3899,1.559600000000e-04,602,3.674428540910e-01
3900,1.560000000000e-04,602,3.674428540910e-01
3901,1.560400000000e-04,304,1.855525376141e-01
3902,1.560800000000e-04,304,1.855525376141e-01
3903,1.561200000000e-04,304,1.855525376141e-01
3904,1.561600000000e-04,304,1.855525376141e-01
3905,1.562000000000e-04,304,1.855525376141e-01
3906,1.562400000000e-04,-292,-1.782280953398e-01
3907,1.562800000000e-04,-292,-1.782280953398e-01
3908,1.563200000000e-04,-292,-1.782280953398e-01
3909,1.563600000000e-04,-292,-1.782280953398e-01
3910,1.564000000000e-04,-292,-1.782280953398e-01
3911,1.564400000000e-04,-292,-1.782280953398e-01
3912,1.564800000000e-04,-590,-3.601184118168e-01
3913,1.565200000000e-04,-590,-3.601184118168e-01
3914,1.565600000000e-04,-590,-3.601184118168e-01
3915,1.566000000000e-04,-887,-5.413983581042e-01
3916,1.566400000000e-04,-887,-5.413983581042e-01
3917,1.566800000000e-04,-887,-5.413983581042e-01
3918,1.567200000000e-04,-887,-5.413983581042e-01
3919,1.567600000000e-04,-887,-5.413983581042e-01
3920,1.568000000000e-04,-887,-5.413983581042e-01
3921,1.568400000000e-04,-887,-5.413983581042e-01
3922,1.568800000000e-04,-887,-5.413983581042e-01
3923,1.569200000000e-04,-887,-5.413983581042e-01
3924,1.569600000000e-04,-887,-5.413983581042e-01
3925,1.570000000000e-04,-887,-5.413983581042e-01
3926,1.570400000000e-04,-887,-5.413983581042e-01
3927,1.570800000000e-04,-887,-5.413983581042e-01
3928,1.571200000000e-04,-887,-5.413983581042e-01
3929,1.571600000000e-04,-590,-3.601184118168e-01
3930,1.572000000000e-04,-590,-3.601184118168e-01
3931,1.572400000000e-04,-590,-3.601184118168e-01
3932,1.572800000000e-04,-292,-1.782280953398e-01
3933,1.573200000000e-04,-292,-1.782280953398e-01
3934,1.573600000000e-04,-292,-1.782280953398e-01
3935,1.574000000000e-04,-292,-1.782280953398e-01
3936,1.574400000000e-04,-292,-1.782280953398e-01
3937,1.574800000000e-04,-292,-1.782280953398e-01
3938,1.575200000000e-04,304,1.855525376141e-01
3939,1.575600000000e-04,304,1.855525376141e-01
3940,1.576000000000e-04,304,1.855525376141e-01
3941,1.576400000000e-04,304,1.855525376141e-01
3942,1.576800000000e-04,304,1.855525376141e-01
3943,1.577200000000e-04,304,1.855525376141e-01
3944,1.577600000000e-04,602,3.674428540910e-01
3945,1.578000000000e-04,602,3.674428540910e-01
3946,1.578400000000e-04,900,5.493331705679e-01
3947,1.578800000000e-04,900,5.493331705679e-01
3948,1.579200000000e-04,900,5.493331705679e-01
3949,1.579600000000e-04,900,5.493331705679e-01
3950,1.580000000000e-04,900,5.493331705679e-01
3951,1.580400000000e-04,900,5.493331705679e-01
3952,1.580800000000e-04,900,5.493331705679e-01
3953,1.581200000000e-04,900,5.493331705679e-01
3954,1.581600000000e-04,900,5.493331705679e-01
3955,1.582000000000e-04,900,5.493331705679e-01
3956,1.582400000000e-04,900,5.493331705679e-01
3957,1.582800000000e-04,900,5.493331705679e-01
3958,1.583200000000e-04,900,5.493331705679e-01
3959,1.583600000000e-04,900,5.493331705679e-01
3960,1.584000000000e-04,900,5.493331705679e-01
3961,1.584400000000e-04,900,5.493331705679e-01
3962,1.584800000000e-04,900,5.493331705679e-01
3963,1.585200000000e-04,602,3.674428540910e-01
3964,1.585600000000e-04,602,3.674428540910e-01
3965,1.586000000000e-04,602,3.674428540910e-01
3966,1.586400000000e-04,304,1.855525376141e-01
3967,1.586800000000e-04,304,1.855525376141e-01
3968,1.587200000000e-04,304,1.855525376141e-01
3969,1.587600000000e-04,304,1.855525376141e-01
3970,1.588000000000e-04,304,1.855525376141e-01
3971,1.588400000000e-04,6,3.662221137120e-03
3972,1.588800000000e-04,6,3.662221137120e-03
3973,1.589200000000e-04,-292,-1.782280953398e-01
3974,1.589600000000e-04,-292,-1.782280953398e-01
3975,1.590000000000e-04,-292,-1.782280953398e-01
3976,1.590400000000e-04,-292,-1.782280953398e-01
3977,1.590800000000e-04,-590,-3.601184118168e-01
3978,1.591200000000e-04,-590,-3.601184118168e-01
3979,1.591600000000e-04,-590,-3.601184118168e-01
3980,1.592000000000e-04,-590,-3.601184118168e-01
3981,1.592400000000e-04,-590,-3.601184118168e-01
3982,1.592800000000e-04,-887,-5.413983581042e-01
3983,1.593200000000e-04,-887,-5.413983581042e-01
3984,1.593600000000e-04,-887,-5.413983581042e-01
3985,1.594000000000e-04,-887,-5.413983581042e-01
3986,1.594400000000e-04,-887,-5.413983581042e-01
3987,1.594800000000e-04,-887,-5.413983581042e-01
3988,1.595200000000e-04,-590,-3.601184118168e-01
3989,1.595600000000e-04,-887,-5.413983581042e-01
3990,1.596000000000e-04,-887,-5.413983581042e-01
3991,1.596400000000e-04,-887,-5.413983581042e-01
3992,1.596800000000e-04,-590,-3.601184118168e-01
3993,1.597200000000e-04,-590,-3.601184118168e-01
3994,1.597600000000e-04,-590,-3.601184118168e-01
3995,1.598000000000e-04,-590,-3.601184118168e-01
3996,1.598400000000e-04,-590,-3.601184118168e-01
3997,1.598800000000e-04,-292,-1.782280953398e-01
3998,1.599200000000e-04,-292,-1.782280953398e-01
3999,1.599600000000e-04,-292,-1.782280953398e-01
4000,1.600000000000e-04,-292,-1.782280953398e-01
4001,1.600400000000e-04,-292,-1.782280953398e-01
4002,1.600800000000e-04,-292,-1.782280953398e-01
4003,1.601200000000e-04,6,3.662221137120e-03
4004,1.601600000000e-04,304,1.855525376141e-01
4005,1.602000000000e-04,304,1.855525376141e-01
4006,1.602400000000e-04,304,1.855525376141e-01
4007,1.602800000000e-04,304,1.855525376141e-01
4008,1.603200000000e-04,304,1.855525376141e-01
4009,1.603600000000e-04,602,3.674428540910e-01
4010,1.604000000000e-04,602,3.674428540910e-01
4011,1.604400000000e-04,602,3.674428540910e-01
4012,1.604800000000e-04,602,3.674428540910e-01
4013,1.605200000000e-04,900,5.493331705679e-01
4014,1.605600000000e-04,900,5.493331705679e-01
4015,1.606000000000e-04,900,5.493331705679e-01
4016,1.606400000000e-04,900,5.493331705679e-01
4017,1.606800000000e-04,900,5.493331705679e-01
4018,1.607200000000e-04,900,5.493331705679e-01
4019,1.607600000000e-04,900,5.493331705679e-01
4020,1.608000000000e-04,900,5.493331705679e-01
4021,1.608400000000e-04,900,5.493331705679e-01
4022,1.608800000000e-04,900,5.493331705679e-01
4023,1.609200000000e-04,602,3.674428540910e-01
4024,1.609600000000e-04,900,5.493331705679e-01
4025,1.610000000000e-04,900,5.493331705679e-01
4026,1.610400000000e-04,900,5.493331705679e-01
4027,1.610800000000e-04,602,3.674428540910e-01
4028,1.611200000000e-04,602,3.674428540910e-01
4029,1.611600000000e-04,602,3.674428540910e-01
4030,1.612000000000e-04,304,1.855525376141e-01
4031,1.612400000000e-04,602,3.674428540910e-01
4032,1.612800000000e-04,602,3.674428540910e-01
4033,1.613200000000e-04,304,1.855525376141e-01
4034,1.613600000000e-04,304,1.855525376141e-01
4035,1.614000000000e-04,304,1.855525376141e-01
4036,1.614400000000e-04,304,1.855525376141e-01
4037,1.614800000000e-04,6,3.662221137120e-03
4038,1.615200000000e-04,-292,-1.782280953398e-01
4039,1.615600000000e-04,-292,-1.782280953398e-01
4040,1.616000000000e-04,-292,-1.782280953398e-01
4041,1.616400000000e-04,-292,-1.782280953398e-01
4042,1.616800000000e-04,-292,-1.782280953398e-01
4043,1.617200000000e-04,-292,-1.782280953398e-01
4044,1.617600000000e-04,-590,-3.601184118168e-01
4045,1.618000000000e-04,-590,-3.601184118168e-01
4046,1.618400000000e-04,-590,-3.601184118168e-01
4047,1.618800000000e-04,-590,-3.601184118168e-01
4048,1.619200000000e-04,-887,-5.413983581042e-01
4049,1.619600000000e-04,-590,-3.601184118168e-01
4050,1.620000000000e-04,-590,-3.601184118168e-01
4051,1.620400000000e-04,-887,-5.413983581042e-01
4052,1.620800000000e-04,-887,-5.413983581042e-01
4053,1.621200000000e-04,-887,-5.413983581042e-01
4054,1.621600000000e-04,-590,-3.601184118168e-01
4055,1.622000000000e-04,-887,-5.413983581042e-01
4056,1.622400000000e-04,-887,-5.413983581042e-01
4057,1.622800000000e-04,-590,-3.601184118168e-01
4058,1.623200000000e-04,-590,-3.601184118168e-01
4059,1.623600000000e-04,-590,-3.601184118168e-01
4060,1.624000000000e-04,-590,-3.601184118168e-01
4061,1.624400000000e-04,-590,-3.601184118168e-01
4062,1.624800000000e-04,-292,-1.782280953398e-01
4063,1.625200000000e-04,-590,-3.601184118168e-01
4064,1.625600000000e-04,-590,-3.601184118168e-01
4065,1.626000000000e-04,-292,-1.782280953398e-01
4066,1.626400000000e-04,-292,-1.782280953398e-01
4067,1.626800000000e-04,-292,-1.782280953398e-01
4068,1.627200000000e-04,6,3.662221137120e-03
4069,1.627600000000e-04,6,3.662221137120e-03
4070,1.628000000000e-04,6,3.662221137120e-03
4071,1.628400000000e-04,304,1.855525376141e-01
4072,1.628800000000e-04,304,1.855525376141e-01
4073,1.629200000000e-04,304,1.855525376141e-01
4074,1.629600000000e-04,304,1.855525376141e-01
4075,1.630000000000e-04,304,1.855525376141e-01
4076,1.630400000000e-04,304,1.855525376141e-01
4077,1.630800000000e-04,304,1.855525376141e-01
4078,1.631200000000e-04,602,3.674428540910e-01
4079,1.631600000000e-04,602,3.674428540910e-01
4080,1.632000000000e-04,602,3.674428540910e-01
4081,1.632400000000e-04,602,3.674428540910e-01
4082,1.632800000000e-04,602,3.674428540910e-01
4083,1.633200000000e-04,900,5.493331705679e-01
4084,1.633600000000e-04,900,5.493331705679e-01
4085,1.634000000000e-04,900,5.493331705679e-01
4086,1.634400000000e-04,602,3.674428540910e-01
4087,1.634800000000e-04,900,5.493331705679e-01
4088,1.635200000000e-04,900,5.493331705679e-01
4089,1.635600000000e-04,900,5.493331705679e-01
4090,1.636000000000e-04,900,5.493331705679e-01
4091,1.636400000000e-04,900,5.493331705679e-01
4092,1.636800000000e-04,602,3.674428540910e-01
4093,1.637200000000e-04,602,3.674428540910e-01
4094,1.637600000000e-04,602,3.674428540910e-01
4095,1.638000000000e-04,602,3.674428540910e-01
4096,1.638400000000e-04,304,1.855525376141e-01
4097,1.638800000000e-04,304,1.855525376141e-01
4098,1.639200000000e-04,304,1.855525376141e-01
4099,1.639600000000e-04,304,1.855525376141e-01
4100,1.640000000000e-04,304,1.855525376141e-01
4101,1.640400000000e-04,6,3.662221137120e-03
4102,1.640800000000e-04,6,3.662221137120e-03
4103,1.641200000000e-04,6,3.662221137120e-03
4104,1.641600000000e-04,-292,-1.782280953398e-01
4105,1.642000000000e-04,-292,-1.782280953398e-01
4106,1.642400000000e-04,-292,-1.782280953398e-01
4107,1.642800000000e-04,-292,-1.782280953398e-01
4108,1.643200000000e-04,-292,-1.782280953398e-01
4109,1.643600000000e-04,-292,-1.782280953398e-01
4110,1.644000000000e-04,-292,-1.782280953398e-01
4111,1.644400000000e-04,-292,-1.782280953398e-01
4112,1.644800000000e-04,-590,-3.601184118168e-01
4113,1.645200000000e-04,-590,-3.601184118168e-01
4114,1.645600000000e-04,-590,-3.601184118168e-01
4115,1.646000000000e-04,-590,-3.601184118168e-01
4116,1.646400000000e-04,-590,-3.601184118168e-01
4117,1.646800000000e-04,-887,-5.413983581042e-01
4118,1.647200000000e-04,-887,-5.413983581042e-01
4119,1.647600000000e-04,-590,-3.601184118168e-01
4120,1.648000000000e-04,-887,-5.413983581042e-01
4121,1.648400000000e-04,-887,-5.413983581042e-01
4122,1.648800000000e-04,-590,-3.601184118168e-01
4123,1.649200000000e-04,-887,-5.413983581042e-01
4124,1.649600000000e-04,-590,-3.601184118168e-01
4125,1.650000000000e-04,-590,-3.601184118168e-01
4126,1.650400000000e-04,-590,-3.601184118168e-01
4127,1.650800000000e-04,-292,-1.782280953398e-01
4128,1.651200000000e-04,-292,-1.782280953398e-01
4129,1.651600000000e-04,-292,-1.782280953398e-01
4130,1.652000000000e-04,-292,-1.782280953398e-01
4131,1.652400000000e-04,-292,-1.782280953398e-01
4132,1.652800000000e-04,-292,-1.782280953398e-01
4133,1.653200000000e-04,6,3.662221137120e-03
4134,1.653600000000e-04,6,3.662221137120e-03
4135,1.654000000000e-04,6,3.662221137120e-03
4136,1.654400000000e-04,6,3.662221137120e-03
4137,1.654800000000e-04,304,1.855525376141e-01
4138,1.655200000000e-04,304,1.855525376141e-01
4139,1.655600000000e-04,304,1.855525376141e-01
4140,1.656000000000e-04,304,1.855525376141e-01
4141,1.656400000000e-04,304,1.855525376141e-01
4142,1.656800000000e-04,602,3.674428540910e-01
4143,1.657200000000e-04,304,1.855525376141e-01
4144,1.657600000000e-04,602,3.674428540910e-01
4145,1.658000000000e-04,602,3.674428540910e-01
4146,1.658400000000e-04,602,3.674428540910e-01
4147,1.658800000000e-04,602,3.674428540910e-01
4148,1.659200000000e-04,602,3.674428540910e-01
4149,1.659600000000e-04,602,3.674428540910e-01
4150,1.660000000000e-04,900,5.493331705679e-01
4151,1.660400000000e-04,900,5.493331705679e-01
4152,1.660800000000e-04,900,5.493331705679e-01
4153,1.661200000000e-04,602,3.674428540910e-01
4154,1.661600000000e-04,602,3.674428540910e-01
4155,1.662000000000e-04,602,3.674428540910e-01
4156,1.662400000000e-04,602,3.674428540910e-01
4157,1.662800000000e-04,602,3.674428540910e-01
4158,1.663200000000e-04,602,3.674428540910e-01
4159,1.663600000000e-04,602,3.674428540910e-01
4160,1.664000000000e-04,602,3.674428540910e-01
4161,1.664400000000e-04,304,1.855525376141e-01
4162,1.664800000000e-04,304,1.855525376141e-01
4163,1.665200000000e-04,304,1.855525376141e-01
4164,1.665600000000e-04,304,1.855525376141e-01
4165,1.666000000000e-04,304,1.855525376141e-01
4166,1.666400000000e-04,304,1.855525376141e-01
4167,1.666800000000e-04,304,1.855525376141e-01
4168,1.667200000000e-04,6,3.662221137120e-03
4169,1.667600000000e-04,-292,-1.782280953398e-01
4170,1.668000000000e-04,-292,-1.782280953398e-01
4171,1.668400000000e-04,-292,-1.782280953398e-01
4172,1.668800000000e-04,-292,-1.782280953398e-01
4173,1.669200000000e-04,-292,-1.782280953398e-01
4174,1.669600000000e-04,-292,-1.782280953398e-01
4175,1.670000000000e-04,-292,-1.782280953398e-01
4176,1.670400000000e-04,-292,-1.782280953398e-01
4177,1.670800000000e-04,-292,-1.782280953398e-01
4178,1.671200000000e-04,-590,-3.601184118168e-01
4179,1.671600000000e-04,-590,-3.601184118168e-01
4180,1.672000000000e-04,-590,-3.601184118168e-01
4181,1.672400000000e-04,-590,-3.601184118168e-01
4182,1.672800000000e-04,-887,-5.413983581042e-01
4183,1.673200000000e-04,-590,-3.601184118168e-01
4184,1.673600000000e-04,-590,-3.601184118168e-01
4185,1.674000000000e-04,-590,-3.601184118168e-01
4186,1.674400000000e-04,-590,-3.601184118168e-01
4187,1.674800000000e-04,-590,-3.601184118168e-01
4188,1.675200000000e-04,-590,-3.601184118168e-01
4189,1.675600000000e-04,-590,-3.601184118168e-01
4190,1.676000000000e-04,-590,-3.601184118168e-01
4191,1.676400000000e-04,-292,-1.782280953398e-01
4192,1.676800000000e-04,-292,-1.782280953398e-01
4193,1.677200000000e-04,-292,-1.782280953398e-01
4194,1.677600000000e-04,-292,-1.782280953398e-01
4195,1.678000000000e-04,-292,-1.782280953398e-01
4196,1.678400000000e-04,-292,-1.782280953398e-01
4197,1.678800000000e-04,-292,-1.782280953398e-01
4198,1.679200000000e-04,6,3.662221137120e-03
4199,1.679600000000e-04,6,3.662221137120e-03
4200,1.680000000000e-04,6,3.662221137120e-03
4201,1.680400000000e-04,6,3.662221137120e-03
4202,1.680800000000e-04,304,1.855525376141e-01
4203,1.681200000000e-04,304,1.855525376141e-01
4204,1.681600000000e-04,304,1.855525376141e-01
4205,1.682000000000e-04,304,1.855525376141e-01
4206,1.682400000000e-04,304,1.855525376141e-01
4207,1.682800000000e-04,304,1.855525376141e-01
4208,1.683200000000e-04,602,3.674428540910e-01
4209,1.683600000000e-04,602,3.674428540910e-01
4210,1.684000000000e-04,602,3.674428540910e-01
4211,1.684400000000e-04,602,3.674428540910e-01
4212,1.684800000000e-04,900,5.493331705679e-01
4213,1.685200000000e-04,602,3.674428540910e-01
4214,1.685600000000e-04,900,5.493331705679e-01
4215,1.686000000000e-04,602,3.674428540910e-01
4216,1.686400000000e-04,602,3.674428540910e-01
4217,1.686800000000e-04,602,3.674428540910e-01
4218,1.687200000000e-04,602,3.674428540910e-01
4219,1.687600000000e-04,602,3.674428540910e-01
4220,1.688000000000e-04,602,3.674428540910e-01
4221,1.688400000000e-04,900,5.493331705679e-01
4222,1.688800000000e-04,602,3.674428540910e-01
4223,1.689200000000e-04,602,3.674428540910e-01
4224,1.689600000000e-04,602,3.674428540910e-01
4225,1.690000000000e-04,602,3.674428540910e-01
4226,1.690400000000e-04,304,1.855525376141e-01
4227,1.690800000000e-04,304,1.855525376141e-01
4228,1.691200000000e-04,304,1.855525376141e-01
4229,1.691600000000e-04,304,1.855525376141e-01
4230,1.692000000000e-04,304,1.855525376141e-01
4231,1.692400000000e-04,304,1.855525376141e-01
4232,1.692800000000e-04,6,3.662221137120e-03
4233,1.693200000000e-04,304,1.855525376141e-01
4234,1.693600000000e-04,6,3.662221137120e-03
4235,1.694000000000e-04,6,3.662221137120e-03
4236,1.694400000000e-04,6,3.662221137120e-03
4237,1.694800000000e-04,6,3.662221137120e-03
4238,1.695200000000e-04,6,3.662221137120e-03
4239,1.695600000000e-04,-292,-1.782280953398e-01
4240,1.696000000000e-04,-292,-1.782280953398e-01
4241,1.696400000000e-04,-292,-1.782280953398e-01
4242,1.696800000000e-04,-292,-1.782280953398e-01
4243,1.697200000000e-04,-292,-1.782280953398e-01
4244,1.697600000000e-04,-292,-1.782280953398e-01
4245,1.698000000000e-04,-590,-3.601184118168e-01
4246,1.698400000000e-04,-590,-3.601184118168e-01
4247,1.698800000000e-04,-590,-3.601184118168e-01
4248,1.699200000000e-04,-590,-3.601184118168e-01
4249,1.699600000000e-04,-590,-3.601184118168e-01
4250,1.700000000000e-04,-590,-3.601184118168e-01
4251,1.700400000000e-04,-590,-3.601184118168e-01
4252,1.700800000000e-04,-590,-3.601184118168e-01
4253,1.701200000000e-04,-590,-3.601184118168e-01
4254,1.701600000000e-04,-590,-3.601184118168e-01
4255,1.702000000000e-04,-292,-1.782280953398e-01
4256,1.702400000000e-04,-292,-1.782280953398e-01
4257,1.702800000000e-04,-292,-1.782280953398e-01
4258,1.703200000000e-04,-292,-1.782280953398e-01
4259,1.703600000000e-04,-292,-1.782280953398e-01
4260,1.704000000000e-04,-292,-1.782280953398e-01
4261,1.704400000000e-04,-292,-1.782280953398e-01
4262,1.704800000000e-04,-292,-1.782280953398e-01
4263,1.705200000000e-04,-292,-1.782280953398e-01
4264,1.705600000000e-04,-292,-1.782280953398e-01
4265,1.706000000000e-04,6,3.662221137120e-03
4266,1.706400000000e-04,6,3.662221137120e-03
4267,1.706800000000e-04,304,1.855525376141e-01
4268,1.707200000000e-04,6,3.662221137120e-03
4269,1.707600000000e-04,304,1.855525376141e-01
4270,1.708000000000e-04,304,1.855525376141e-01
4271,1.708400000000e-04,304,1.855525376141e-01
4272,1.708800000000e-04,304,1.855525376141e-01
4273,1.709200000000e-04,602,3.674428540910e-01
4274,1.709600000000e-04,602,3.674428540910e-01
4275,1.710000000000e-04,602,3.674428540910e-01
4276,1.710400000000e-04,602,3.674428540910e-01
4277,1.710800000000e-04,602,3.674428540910e-01
4278,1.711200000000e-04,602,3.674428540910e-01
4279,1.711600000000e-04,602,3.674428540910e-01
4280,1.712000000000e-04,602,3.674428540910e-01
4281,1.712400000000e-04,602,3.674428540910e-01
4282,1.712800000000e-04,602,3.674428540910e-01
4283,1.713200000000e-04,602,3.674428540910e-01
4284,1.713600000000e-04,602,3.674428540910e-01
4285,1.714000000000e-04,602,3.674428540910e-01
4286,1.714400000000e-04,602,3.674428540910e-01
4287,1.714800000000e-04,602,3.674428540910e-01
4288,1.715200000000e-04,602,3.674428540910e-01
4289,1.715600000000e-04,602,3.674428540910e-01
4290,1.716000000000e-04,602,3.674428540910e-01
4291,1.716400000000e-04,304,1.855525376141e-01
4292,1.716800000000e-04,304,1.855525376141e-01
4293,1.717200000000e-04,304,1.855525376141e-01
4294,1.717600000000e-04,304,1.855525376141e-01
4295,1.718000000000e-04,304,1.855525376141e-01
4296,1.718400000000e-04,304,1.855525376141e-01
4297,1.718800000000e-04,304,1.855525376141e-01
4298,1.719200000000e-04,6,3.662221137120e-03
4299,1.719600000000e-04,6,3.662221137120e-03
4300,1.720000000000e-04,6,3.662221137120e-03
4301,1.720400000000e-04,-292,-1.782280953398e-01
4302,1.720800000000e-04,-292,-1.782280953398e-01
4303,1.721200000000e-04,-292,-1.782280953398e-01
4304,1.721600000000e-04,-292,-1.782280953398e-01
4305,1.722000000000e-04,-292,-1.782280953398e-01
4306,1.722400000000e-04,-292,-1.782280953398e-01
4307,1.722800000000e-04,-292,-1.782280953398e-01
4308,1.723200000000e-04,-590,-3.601184118168e-01
4309,1.723600000000e-04,-292,-1.782280953398e-01
4310,1.724000000000e-04,-292,-1.782280953398e-01
4311,1.724400000000e-04,-292,-1.782280953398e-01
4312,1.724800000000e-04,-292,-1.782280953398e-01
4313,1.725200000000e-04,-590,-3.601184118168e-01
4314,1.725600000000e-04,-590,-3.601184118168e-01
4315,1.726000000000e-04,-590,-3.601184118168e-01
4316,1.726400000000e-04,-590,-3.601184118168e-01
4317,1.726800000000e-04,-590,-3.601184118168e-01
4318,1.727200000000e-04,-590,-3.601184118168e-01
4319,1.727600000000e-04,-590,-3.601184118168e-01
4320,1.728000000000e-04,-292,-1.782280953398e-01
4321,1.728400000000e-04,-292,-1.782280953398e-01
4322,1.728800000000e-04,-292,-1.782280953398e-01
4323,1.729200000000e-04,-292,-1.782280953398e-01
4324,1.729600000000e-04,-292,-1.782280953398e-01
4325,1.730000000000e-04,-292,-1.782280953398e-01
4326,1.730400000000e-04,-292,-1.782280953398e-01
4327,1.730800000000e-04,6,3.662221137120e-03
4328,1.731200000000e-04,-292,-1.782280953398e-01
4329,1.731600000000e-04,6,3.662221137120e-03
4330,1.732000000000e-04,6,3.662221137120e-03
4331,1.732400000000e-04,6,3.662221137120e-03
4332,1.732800000000e-04,304,1.855525376141e-01
4333,1.733200000000e-04,304,1.855525376141e-01
4334,1.733600000000e-04,304,1.855525376141e-01
4335,1.734000000000e-04,304,1.855525376141e-01
4336,1.734400000000e-04,304,1.855525376141e-01
4337,1.734800000000e-04,304,1.855525376141e-01
4338,1.735200000000e-04,602,3.674428540910e-01
4339,1.735600000000e-04,304,1.855525376141e-01
4340,1.736000000000e-04,304,1.855525376141e-01
4341,1.736400000000e-04,602,3.674428540910e-01
4342,1.736800000000e-04,602,3.674428540910e-01
4343,1.737200000000e-04,602,3.674428540910e-01
4344,1.737600000000e-04,602,3.674428540910e-01
4345,1.738000000000e-04,602,3.674428540910e-01
4346,1.738400000000e-04,602,3.674428540910e-01
4347,1.738800000000e-04,602,3.674428540910e-01
4348,1.739200000000e-04,602,3.674428540910e-01
4349,1.739600000000e-04,602,3.674428540910e-01
4350,1.740000000000e-04,602,3.674428540910e-01
4351,1.740400000000e-04,602,3.674428540910e-01
4352,1.740800000000e-04,602,3.674428540910e-01
4353,1.741200000000e-04,602,3.674428540910e-01
4354,1.741600000000e-04,304,1.855525376141e-01
4355,1.742000000000e-04,304,1.855525376141e-01
4356,1.742400000000e-04,304,1.855525376141e-01
4357,1.742800000000e-04,304,1.855525376141e-01
4358,1.743200000000e-04,304,1.855525376141e-01
4359,1.743600000000e-04,304,1.855525376141e-01
4360,1.744000000000e-04,304,1.855525376141e-01
4361,1.744400000000e-04,304,1.855525376141e-01
4362,1.744800000000e-04,304,1.855525376141e-01
4363,1.745200000000e-04,304,1.855525376141e-01
4364,1.745600000000e-04,6,3.662221137120e-03
4365,1.746000000000e-04,6,3.662221137120e-03
4366,1.746400000000e-04,6,3.662221137120e-03
4367,1.746800000000e-04,-292,-1.782280953398e-01
4368,1.747200000000e-04,6,3.662221137120e-03
4369,1.747600000000e-04,-292,-1.782280953398e-01
4370,1.748000000000e-04,-292,-1.782280953398e-01
4371,1.748400000000e-04,-292,-1.782280953398e-01
4372,1.748800000000e-04,-292,-1.782280953398e-01
4373,1.749200000000e-04,-292,-1.782280953398e-01
4374,1.749600000000e-04,-292,-1.782280953398e-01
4375,1.750000000000e-04,-590,-3.601184118168e-01
4376,1.750400000000e-04,-590,-3.601184118168e-01
